FeatureID	FeatureName	SUM159R1 Average	SUM159R1 Log2 Fold Change	SUM159R1 P-Value	SUM159R2 Average	SUM159R2 Log2 Fold Change	SUM159R2 P-Value
ENSG00000120738	EGR1	0.462632476915438	-1.85559308929497	2.47006291038395e-06	1.67986995502107	1.85559308929497	2.47006291038395e-06
ENSG00000130303	BST2	0.511075668215484	-1.75861687182002	3.51602835679196e-06	1.7343163330099	1.75861687182002	3.51602835679196e-06
ENSG00000134352	IL6ST	0.733914348195695	-1.58700610528529	2.53231816283643e-05	2.2083982096443	1.58700610528529	2.53231816283643e-05
ENSG00000123219	CENPK	0.525608625605498	-1.46565738621405	0.00017158638284042	1.45544464087201	1.46565738621405	0.00017158638284042
ENSG00000139318	DUSP6	0.511075668215484	-1.37524023921979	0.00066770929964254	1.32928839919059	1.37524023921979	0.00066770929964254
ENSG00000145741	BTF3	16.935739678496	-1.24677778454651	0.00076180069211866	40.1508838656617	1.24677778454651	0.00076180069211872
ENSG00000153006	SREK1IP1	0.615228529510583	-1.31381760003234	0.00095317844634875	1.53246634631962	1.31381760003234	0.00095317844634875
ENSG00000145734	BDP1	0.452943838655429	-1.33979323213198	0.00103690919059542	1.15001373995909	1.33979323213198	0.00103690919059542
ENSG00000164182	NDUFAF2	1.56713723855648	-1.25867904989307	0.00104202754353407	3.75016027903518	1.25867904989307	0.00104202754353407
ENSG00000106236	NPTX2	2.08305722590197	-1.22658187229049	0.00162164339332556	4.87361481021923	1.22658187229049	0.00162164339332556
ENSG00000273841	TAF9	3.33046940187815	-1.19154110088504	0.0017649760236655	7.60257351185426	1.19154110088504	0.00176497602366543
ENSG00000153044	CENPH	0.830800730795787	-1.2060809828368	0.00281309622867914	1.9189028339964	1.2060809828368	0.00281309622867914
ENSG00000153015	CWC27	0.557096699950528	-1.22525936451096	0.00301114560971433	1.30538511129305	1.22525936451096	0.00301114560971433
ENSG00000171223	JUNB	0.406922806920385	-1.29966850247669	0.00311204411119692	1.00526605213514	1.29966850247669	0.00311204411119692
ENSG00000134057	CCNB1	1.54049348334146	-1.21166176111024	0.0033402488212417	3.56822969892618	1.21166176111024	0.0033402488212417
ENSG00000134056	MRPS36	1.25710081423619	-1.13726564983784	0.00520385281626412	2.76614159392007	1.13726564983784	0.00520385281626412
ENSG00000101187	SLCO4A1	0.724225709935686	-1.16306305278455	0.00583750795804452	1.62409561659349	1.16306305278455	0.00583750795804452
ENSG00000109917	ZPR1	1.24499001641118	-1.12536066554061	0.00655474310721755	2.71700705768625	1.12536066554061	0.00655474310721755
ENSG00000150782	IL18	1.50658324943143	-1.08921302128692	0.00981977909513651	3.20569649914693	1.08921302128692	0.00981977909513651
ENSG00000105854	PON2	1.21834626119615	-1.07607721436246	0.0111865923560927	2.5696034489848	1.07607721436246	0.0111865923560927
ENSG00000254166	CASC19	0.448099519525424	-1.19338758964135	0.0117929269451981	1.02784137959392	1.19338758964135	0.0117929269451981
ENSG00000086189	DIMT1	0.552252380820523	-1.10907130370788	0.0120813130217144	1.1938364344379	1.10907130370788	0.0120813130217144
ENSG00000102910	LONP2	0.557096699950528	-1.09331649391287	0.0137535134054082	1.1911805135604	1.09331649391287	0.0137535134054082
ENSG00000188725	SMIM15	0.658827401680624	-1.07240389591487	0.0141790966824446	1.38771865849567	1.07240389591487	0.0141790966824446
ENSG00000121895	TMEM156	1.03668429382098	-1.04071175426717	0.0173344463436351	2.1340324250742	1.04071175426717	0.0173344463436351
ENSG00000083312	TNPO1	0.787201858625746	-1.02774889605103	0.0222326420626521	1.60683213088972	1.02774889605103	0.0222326420626521
ENSG00000169908	TM4SF1	2.19447656589208	-0.984610080444705	0.023080276975081	4.34110267427975	0.984610080444705	0.023080276975081
ENSG00000131711	MAP1B	0.825956411665782	-1.03065808960324	0.023080276975081	1.68916567809233	1.03065808960324	0.023080276975081
ENSG00000181649	PHLDA2	1.89412877983179	-0.986171153630681	0.0275811392608213	3.75148823947393	0.986171153630681	0.0275811392608213
ENSG00000153914	SREK1	0.62249500820559	-0.999783591729528	0.032511286447715	1.24695485198797	0.999783591729528	0.032511286447715
ENSG00000085231	AK6	1.07301668729602	-0.990232247912771	0.0335268262148683	2.13270446463545	0.990232247912771	0.0335268262148683
ENSG00000069122	ADGRF5	0.540141582995512	-1.01013356221186	0.0336850426102668	1.09025552021526	1.01013356221186	0.0336850426102668
ENSG00000089195	TRMT6	0.993085421650941	-0.97211799746238	0.0351424225242296	1.94944592408769	0.97211799746238	0.0351424225242296
ENSG00000100292	HMOX1	0.61280636994558	-1.04818432830164	0.0366346816295611	1.26953017944675	1.04818432830164	0.0366346816295611
ENSG00000069329	VPS35	1.62769122768154	-0.945824455374623	0.0372444470462377	3.13531459589308	0.945824455374623	0.0372444470462377
ENSG00000063660	GPC1	0.833222890360789	-0.9567067813725	0.0418284576379247	1.61878377483849	0.9567067813725	0.0418284576379247
ENSG00000171241	SHCBP1	0.641872284725608	-0.96032542576169	0.045291830146498	1.25093873330423	0.96032542576169	0.045291830146498
